-1.009298004200258836e+00,8.905130626679170769e-01,1.052604389518483119e+00,-2.153118749112297170e+00,-5.385214806148646005e-01,2.603036242710439652e+00,8.236223120293045818e-01
-7.898385945199047908e-01,9.349225470444834096e-01,1.013796741727821527e+00,-1.842301164732352614e+00,-5.353701097279998100e-01,2.164819230341372247e+00,8.236211962928763342e-01
-5.780723326781709304e-01,9.845937349047391152e-01,9.308028833826417214e-01,-1.584141398198068096e+00,-5.336594532050065176e-01,1.878311440692384648e+00,8.236187753325188154e-01
-5.729396536406824447e-01,7.086746431465941187e-01,8.619425485613645410e-01,-1.945745973137491758e+00,-6.572199888965746251e-01,2.263853164898062431e+00,8.236292651818926114e-01
-1.179234954414710018e-01,4.104389141964013277e-01,3.864419570896430733e-01,-2.219504604562046790e+00,-8.274023457300443418e-01,2.683778783228903286e+00,8.236216458387841666e-01
-1.532317862758660609e-01,4.308030411518944391e-01,2.067914365236653007e-01,-2.502024490626912900e+00,-5.526535695719057006e-01,3.461578440989593997e+00,8.236297073092646581e-01
6.603385443226609253e-01,6.064474980861779274e-01,-2.733064465615322458e-01,-1.831453626173128457e+00,-2.993047765830376683e-01,2.198958216832683554e+00,8.236098775367871605e-01
6.474015235964343251e-01,3.781288815326879771e-01,-4.147404934726693360e-01,-2.418783599320051270e+00,-4.807958904330274508e-01,3.150160991608656591e+00,8.252875029987438715e-01
6.557918500602392120e-01,3.856476575752024738e-01,-2.646238515682612924e-01,-2.399963619859852848e+00,7.624655756469567169e-01,3.158277895559391535e+00,8.252639095320292162e-01
1.257363475510861806e+00,6.532888312039680789e-01,-6.595136589079493294e-01,-2.461323408672479118e+00,7.665420154718816104e-01,3.435842236106830594e+00,8.335900300861558421e-01
