6.527507469878121027e-01,-4.813421177327407291e-02,2.917114637790186871e-01,2.297058767431145454e-01,7.313272808682339532e-01,-6.414849350502781489e-01,2.987802789831885478e-02
6.525694988831431953e-01,-1.498060988019280816e-02,2.763047446494439341e-01,2.713479906040688894e-01,7.093406241529934819e-01,-6.466448484806667230e-01,7.110968186394420187e-02
6.309748762451387050e-01,-5.641634143416721786e-02,2.989165132005232595e-01,2.012371629278361940e-01,8.283367175321458831e-01,-5.225671520803050196e-01,1.689550861929902184e-02
5.942055105973581552e-01,-1.400241581549076242e-01,3.206767871745840881e-01,5.494536691289791247e-02,8.858673620306186658e-01,-4.605669295768426430e-01,-9.905903486284450832e-03
5.566586357598739543e-01,-1.525085715551564303e-01,3.211875827639348868e-01,1.605459170032944721e-02,9.661895045411199590e-01,-2.554998313482054195e-01,3.065823838643218224e-02
6.448297773416339362e-01,-2.391096290184906714e-01,3.035107689991207169e-01,-6.351117310277246131e-02,9.182361657896729312e-01,-3.607091472562691248e-01,-1.506571797580357197e-01
4.602023224773111876e-01,-2.419872976063888459e-01,2.913551894630074801e-01,-1.810927484734070059e-01,9.020623365589952591e-01,-3.726524120720000610e-01,1.209096240544715178e-01
3.899949308090394640e-01,-2.492374673188626766e-01,2.506828348478991608e-01,-2.554932531220217018e-01,8.514314328064509496e-01,-4.039291883687713969e-01,2.159373141030195287e-01
6.429384563069252545e-01,-9.277488002336915784e-02,3.048963983091297347e-01,1.422938857625414832e-01,9.597275201412845957e-01,-2.281516639680468972e-01,-8.137785562834964903e-02
6.511004272776873547e-01,-9.906791658943661649e-02,3.054733723957738234e-01,1.534446837093356997e-01,8.933795518276618219e-01,-4.170311001982616728e-01,-6.642866011726838993e-02
